s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
238,Juan de Flandes ,The Ascension,representation,Prado Museum,12,FALSE,painting,"painting, oil on pine panel",110 x 84 cm,1514,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,2,0,0,0,4,FALSE,0,3,5,"bottom of (cutoff) figure going into cloud, people looking up, focus on footprints on rock & on feet, unnaturalness of top part"
239,Lucas Cranach the Elder,CacerМ_a en el castillo de Torgau en honor de Fernando I,representation,Prado Museum,5,FALSE,painting,"painting, oil on panel",118 x 177 cm,1545,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,1,0,0,1,4,FALSE,0,5,5,"stags in river, antlers, archers behind trees, moving figures, teeming w/ activity, unusual space, use of bridge, swirling water"
226,Pieter Bruegel ‰ЫПThe Elder‰Ыќ ,The Wine of Saint Martin's Day,representation,Prado Museum,20,FALSE,painting,"painting, glue-size on twill",148 x 271 cm,1566,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,0,1,3,FALSE,3,3,5,"grouping of figures on top of red container reaching in, may not be uncertainty but chaotic grouping of figures in one area of the painting is interesting"
240,El Greco (Domenikos Theotokopoulos),The Vision of Saint John,representation,Met Museum,19,FALSE,painting,"painting, oil on canvas",225 x 199 cm,1609,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,3,2,3,1,4,FALSE,0,5,5,"elongated figure w/ arms in air, gesture, specific use of color, swirling sky & robes w/ internal shapes that relate closely to figures, use of outlines around figures"
227,Herman Van Vollenhoven,Still Life with Game Fowl,representation,Prado Museum,20,FALSE,painting,"painting, oil on panel",26 x 36 cm,1625,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,2,1,0,4,2,FALSE,3,3,5,"dead birds, sideways & upside down, may not be uncertainty but grouping dead birds, two partly unside down, dark values"
228,Claes Claesz Wou,Ships in a Storm,representation,Prado Museum,20,FALSE,painting,"painting, oil on panel",37 x 56 cm,1633,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,0,1,5,3,FALSE,0,5,5,"tilt of ship, size of waves, darkness of water"
229,Jacob Peeter Gowy,The Fall of Icarus,representation,Prado Museum,12,FALSE,painting,"painting, oil on canvas",195 x 180 cm,1636,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,1,0,1,5,4,FALSE,0,5,5,"upside down angle of falling figure to ground, accentuated w/ red cloth, wispy wing feathers (compared to figure on left), large size of figures against deep landscape space & movement of water"
230,Simon de Vlieger ,Forest,representation,Prado Museum,20,FALSE,painting,"painting, oil on panel",61 x 61 cm,1640,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,4,0,1,4,4,FALSE,0,5,5,"angle of ground & trees, blowing leaves, storm-like tones, again weather-wind, blowing trees, dark foreboding"
233,Charles-Joseph Flipart ,"Disordered Table with a trompe l‰ЫЄoeil of Paintings, a Hurdy-gurdy, Books and other Objects",representation,Prado Museum,4,FALSE,painting,"painting, oil on canvas",91 x 171 cm,1779,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,0,4,2,FALSE,0,3,5,"sketch for painting, unusual display of overlapping objects facing different ways, layers of paintings & objects; great title"
8,Thomas Barker of Bath,The Woodman and his Dog in a Storm ,representation,Tate,9,FALSE,painting,"painting, oil on canvas",236 x 149 cm,1787,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,1,0,4,1,FALSE,0,0,5,"dark values, both pairs of eyes fixed on object out of canvas"
237,Francisco de Goya y Lucientes ,Dream 1. Universal Language. The Author dreaming,representation,Prado Museum,34,TRUE,drawing,"drawing, black chalk, pencil, iron gall ink on dark yellow laid paper",25 x 17 cm,1797,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,3,1,0,2,4,FALSE,0,5,0,"large bat over sleeping figure, dark areas & empty space, drawing for print, sense of handdrawn touch, parallel lines, areas not filled in, dream, unease"
38,FranМ¤ois Louis Thomas Francia,A Shipwreck ,representation,Tate,4,FALSE,painting,"painting, watercolour on paper",19 x 28 cm,1800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,1,1,0,2,4,FALSE,0,0,5,"uncertainty in terms of content, will the people on the ship survive"
234,Francisco de Goya y Lucientes ,The 3rd of May 1808 in Madrid or ‰ЫПThe Executions‰Ыќ,representation,Prado Museum,34,FALSE,painting,"painting, oil on canvas",268 x 347 cm,1814,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,4,0,2,2,4,FALSE,0,5,5,"dark sky, white shirt of man w/ outstretched arms, acents of light & color related to content, may be less uncertainty, but tension heightened by use of light to focus on the heroes, sense of a moment caught "
236,Francisco de Goya y Lucientes ,Dos personajes asomМБndose a una salida luminosa,representation,Prado Museum,34,FALSE,drawing,"drawing, red wash, red chalk on ivory laid paper",22 x 32 cm,1816,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,3,1,4,4,FALSE,0,5,5,"loosely handled wash, slant of doorway, empty off-white space beyond, focus on nothing through doorway & how figures peer / point"
235,Francisco de Goya y Lucientes ,Asmodea,representation,Prado Museum,34,FALSE,painting,"painting, mixed method on mural transferred to canvas",127 x 263 cm,1820,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,3,0,1,1,3,FALSE,0,0,5,"2 large figures painted hovering above scene, luminous sky, relative sizes, antigravity, use of light"
100,John Everett Millais,Ophelia ,pre-raphaelite,Tate,9,FALSE,painting,"painting, oil on canvas",76 x 112 cm,1852,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,0,3,3,FALSE,0,0,5,"figure lying in water, realistic paint handling, iconic image, uses representation to convey meaning"
198,James Abbott McNeill Whistler,Nocturne: Blue and Silver - Cremorne Lights,representation,Tate,9,FALSE,painting,"painting, oil paint on canvas",50 x 74 cm,1872,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,4,3,4,0,4,FALSE,3,3,5,"emptiness, hard to read shape in river, high horizon, sense of depth, use of color"
383,Paul CМ©zanne,House Among Trees,,MoMA,4,FALSE,painting,"painting, watercolor & pencil on paper",28 x 44 cm,1900,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,3,1,0,2,FALSE,0,5,5,"grouped into areas, parts unpainted, light washes, sense of light from lower left to upper right, changing the volumes on the objects; watercolors, markmaking, liquid, curved lines, volumes, large amount unpainted, very light values, semi transparent colors over each other, multiple parallel lines finding parts of outlines of shapes, searching quality"
176,Antoni Tapies,Pasted Cloth ,,Tate,34,TRUE,print,"print, fabric on etching on paper",63 x 91 cm,1905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,3,1,0,4,FALSE,0,3,5,"sense of material, dark colors & white rectangle w/ lettering/notations, use of materials, matter, Tachisme, collage, fabric on print"
22,Georges Braque,Bottle and Fishes,cubism,Tate,4,FALSE,painting,"painting, oil on canvas",62 x 75 x 2 cm,1910,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,0,4,3,0,3,4,FALSE,0,5,5,"multiple thick parallel lines w/ specific create angular shapes/planes, different orientations, can't quite read where the end of one object is & beginning of another, split up space, strong values w/ wide range w/in each facet/plane"
124,Georges Braque,Still Life with Banderillas,cubism,Met also Tate,34,TRUE,painting,"painting, oil & charcoal with sand on canvas",65 x 55 cm,1911,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,3,4,0,4,4,FALSE,0,5,3,"juxtaposition of parts of still life split into planar elements, fractured objects, parallel paint marks, cut up & collaged back together"
380,Pablo Picasso,Still Life with Bottle of Marc (Nature morte МК la bouteille de marc),cubism,MoMA,34 ,TRUE,print,"print, drypoint in black on Arches paper",50 x 31 cm,1911,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,4,1,0,4,3,FALSE,0,5,3,"repetition of curved lines, angled straight lines, several areas of short energetic almost parallel mark lines that give more volume, broken up words, constructivist, parallel lines describe parts of each element, open structures, parts of forms described but no fully defined forms / volumes, flattish, barely discernable objects"
382,Georges Braque,Man With a Guitar,cubism,MoMA,4,FALSE,painting,"painting, oil on canvas",116 x 81 cm,1912,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,4,3,0,4,3,FALSE,3,5,5,"repetition of lines, grouped into shapes, angled darker lines in different orientations, sense of moving planes, dark somber colors overall w/ darker sections w/ a lot of depth & tonal variation, parallel brushstrokes"
32,Marcel Duchamp,3 stoppages М©talon (3 Standard Stoppages),conceptual,Tate,4,FALSE,sculpture,"sculpture, wood, glass & paint on canvas",40 x 130 x 90 cm,1913,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,0,0,0,0,4,FALSE,0,0,5,"chance: act of dropping 3 threads from a height equal to their length, cut wooden rulers to record the shape of each, 'preserved chance'"
373,Giacomo Balla,Swifts: Paths of Movement + Dynamic Sequences,futurism,MoMA,6,FALSE,painting,"painting, oil on canvas",97 x 120 cm,1913,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,3,0,2,3,4,FALSE,0,5,5,"curved parallel lines & areas, faceted, specific repeated shapes together create larger areas, movement, semi-transparent, inspired by photographic studies of animal locomotion, tries to depict dynamic sensation, speed"
2,Giorgio de Chirico,The Uncertainty of the Poet ,surrealism,Tate,6,FALSE,painting,"painting, oil on canvas",106 x 94 cm,1913,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,3,0,0,4,3,FALSE,0,0,5,"distorted perspective, shadow, signification of objects, emptiness. relative sizes"
378,Juan Gris,Breakfast,cubism,MoMA,4,FALSE,painting,"painting, gouache, oil, & crayon on cut-&-pasted printed paper on canvas w/ oil & crayon",81 x 60 cm,1914,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,0,4,3,FALSE,0,3,5,"juxtaposition, papier collМОе©, sharp divisions in different planes, shading, hard to tell where things are in space or what is actually there, are items repeated twice?, things which are behind seem to end up on top"
371,Vasily Kandinsky,Panel for Edwin R. Campbell No. 4,,MoMA,4,FALSE,painting,"painting, oil on canvas",163 x 123 cm,1914,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4,1,1,2,4,3,FALSE,5,5,5,"elements at an angle to the rectangle, ""nonobjective painting"", association w/ music, swirling, busy composition, a lot of small w/ larger objects/shapes, leaning grouped lines, different orientations, specific colors, tones, almost suggests a moving vortex w/ multiple elements, small parallel brusy paintmarks create uneven, jagged edges of objects & smear colors into each other in some parts"
80,Kazimir Malevich,Suprematism ,suprematism,Tate,33,FALSE,painting,"painting, oil on canvas",88 МОМФ 72 cm,1915,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,0,0,0,4,4,FALSE,0,0,5,"placement of different shapes at different angles, balance, spaces suggests movement"
372,Hannah HМ¦ch,Cut with the Dada Kitchen Knife through the Last Weimar Beer-Belly Cultural Epoch in 5,dada,Artsy also MoMA,5,TRUE,drawing,"drawing, collage",114 x 90 cm,1919,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,4,1,0,1,4,FALSE,3,3,5,"collage, multitude of images of people, objects & places, interspersed w/ text including ""dada"", different sizes, busyness, uses so many parts that it's hard to tell the reading, post WW1 Europe political & social meanings, title, 'Cut with the Dada Kitchen Knife through the Last Weimar Beer-Belly Cultural Epoch in 5',  juxtapositions, couples heads of prominent male political figures w/ the bodies of female dancers, gender inequality, political power"
377,Natalia Goncharova,Composition,,MoMA,33,FALSE,painting,"painting, watercolor on paper",28 x 20 cm,1920,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,3,0,0,5,3,FALSE,3,3,5,"steep angle of image to picture plane, parallel repeated images at very steep angle as if they are slipping off the painting, top part is in browns only (reflected / sky?), descriptions are on multi-islands, partly connected, unusual orientation for landscape, some brushmarks mark edge of shapes, some more liquid areas merge a little"
82,Man Ray,Cadeau ,dada,Tate,1,FALSE,sculpture,"sculpture, iron and nails",18 x 9 x 13 cm,1921,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,0,2,0,0,4,FALSE,0,0,5,"nails on flat iron surface - combined strange items into objects, unusable functionally, nails would tear clothes"
34,Max Ernst,Celebes ,surrealism,Tate,5,FALSE,painting,"painting, oil on canvas",125 x 108 cm,1921,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,1,0,0,4,FALSE,0,0,5,"ambiguous -combination of objects together, fish at top in 'sky' etc"
370,Paul Klee,"Queen of Hearts (Herzdame) from the periodical Der Ararat. Glossen, Skizzen und Notizen zur Neuen Kunst vol. 2, no. 4",,MoMA,26,FALSE,print,"print, lithograph",26 x 18 cm,1921,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,3,4,0,4,4,FALSE,3,5,3,"semi-abstract, use of empty areas, combines parts of representation together, hard to tell what it is, quality of line, print textural quality"
83,Man Ray,not titled Rayograph,surrealism,Met show,1,FALSE,photography,"photo, gelatin silver print on paper",24 x 18 cm,1922,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,5,0,0,1,3,FALSE,0,5,5,"rayograph, eerie light, placed objects, hard to tell exactly what they are"
367,Paul Outerbridge,H-O Box,,MoMA,1,TRUE,photography,"photo, platinum print",11 x 8 cm,1923,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,4,0,0,0,3,FALSE,0,3,5,"relative sizes, semi-abstract, use of shadows, scale, size & shadow strange, eerie, box shadow seems somewhat like a building, reduction of objects into semi-abstract forms"
374,Jean (Hans) Arp,A Navel (Ein Nabel) from Merz 5. 7 Arpaden by Hans Arp. Arp Portfolio. Second Portfolio of the Merz Publisher (Merz 5. 7 Arpaden von Hans Arp. Arp Mappe. Zweite Mappe des Merzverlages,dada,MoMA,5,FALSE,print,"print, one from a portfolio of 7 lithographs",45 x 35 cm,1923,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,1,0,0,0,4,FALSE,0,5,5,"small size odd shaped donut circle floating within large print, isolated element off center to right, relative very small size, almost abstract, 2 tone"
77,El Lissitzky,Troublemaker ,suprematism,Tate,33,FALSE,print,"print, lithograph on paper",51 x 43 cm,1923,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,0,0,0,4,4,FALSE,0,0,5,"specific unusual shapes, piled on top of each other, sited on empty space"
369,Edward Hopper ,House by the Railroad,,MoMA,1,FALSE,painting,"painting, oil on canvas",61 x 74 cm,1925,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,4,0,3,0,4,FALSE,0,3,5,"isolated building, blank windows, moody colors, empty, quiet, eerie, some windows seem blank, no belongings in sight"
101,Joan Miro,Painting ,surrealism,Tate,34,FALSE,painting,"painting, tempera & oil on canvas",97 x 130 cm,1927,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,1,1,2,0,5,FALSE,0,5,5,"specific enigmatic shapes, outlines suspended on blue ground, surreal shapes & space, hard to fully tell what these are and how they relate"
170,Stanley Spencer,"The Resurrection, Cookham ",representation,Tate,9,FALSE,painting,"painting, oil on canvas",274 x 549 cm,1927,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,0,4,4,FALSE,0,0,5,"strange perspective & odd viewpoints, scale shifts, figures depicted coming out of coffins"
175,Yves Tanguy,The Mood of Now ,surrealism,MoMA also Tate,4,FALSE,painting,painting oil on canvas,100 x 73 cm,1928,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,2,3,0,0,4,FALSE,0,3,5,"out of focus ground w/ hard to decipher shapes on top, mixture of sharp focus & smeared, shadow, some objects more in focus than others"
79,RenМ© Magritte,Man with a Newspaper ,surrealism,Tate,12,FALSE,painting,"painting, oil on canvas",116 x 81 cm,1928,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,1,0,0,0,3,FALSE,0,0,5,"what is going on? 4 panels - multiple, repeated scene, w/, w/out figure - disquietening. Placement vital here in a literal way."
